number;ScientificName_accepted;REFERENCE;SITE;YEAR;LONGITUDE;LATITUDE
109;Caulerpa cylindracea;Verlaque et al 2004;Caleta de Adeje_Playa del Veril;2003;-16.74752;28.08588
111;Caulerpa cylindracea;Verlaque et al 2004;Los Cristianos_ El Palm Mar;2003;-16.68153;27.99841
112;Caulerpa cylindracea;Verlaque et al 2004;La Tajita_Los Abrigos;2003;-16.54803;28.01529
125;Caulerpa cylindracea;Verlaque et al 2004;San Andres;2003;-16.1666666;28.5
127;Caulerpa cylindracea;Verlaque et al 2004;Agaete;2002;-15.71304;28.09531
128;Caulerpa cylindracea;Verlaque et al 2004;Castillo del Romeral;2002;-15.45;27.8
152;Caulerpa cylindracea;Verlaque et al 2004;Bahia de Avila;2002;-13.7333333;28.88333333
1919;Caulerpa cylindracea;Pena Martin et al 2003;Aguamarga;2002;-1.89965;36.93766
2164;Caulerpa cylindracea;Pena Martin et al 2003;Santa Pola;2002;-0.56138;38.18154
2168;Caulerpa cylindracea;Pena Martin et al 2003;Playa del Carabassi;2003;-0.50091;38.22348
2169;Caulerpa cylindracea;Aranda 2004;Tabarca;2003;-0.49276;38.16862
2170;Caulerpa cylindracea;Aranda 2004;Alicante Bay;2000;-0.47527;38.3288
2172;Caulerpa cylindracea;Pena Martin et al 2003;Cabo de Las Huertas;2003;-0.40218;38.34355
2189;Caulerpa cylindracea;Aranda 2004;Sagunto;2002;-0.19902;39.6441
2193;Caulerpa cylindracea;Aranda 2004;Castellon;1999;0.02608;39.94558
2301;Caulerpa cylindracea;Caulerpa org;Cala de Son Caios;1998;2.68812;39.54063
2830;Caulerpa cylindracea;Caulerpa org;Niolon;1998;5.26073;43.34504
2843;Caulerpa cylindracea;Caulerpa org;Pointe de Corbiere;1998;5.30905;43.36556
2844;Caulerpa cylindracea;Caulerpa org;Entree Port Estaque;1997;5.31507;43.36489
2847;Caulerpa cylindracea;Caulerpa org;Sud Chateau d_If;1998;5.31741;43.28129
2851;Caulerpa cylindracea;Verlaque et al 2000;Marseilles;1997;5.32892;43.35187
2854;Caulerpa cylindracea;Caulerpa org;Calanque de l_Escalette;1998;5.33881;43.23213
2860;Caulerpa cylindracea;ALIENS data;Marseille;2002;5.35341;43.27474
2864;Caulerpa cylindracea;Caulerpa org;La Mounine;2003;5.36389;43.21206
2866;Caulerpa cylindracea;Caulerpa org;Ile Planier;2003;5.38563;43.2017
2868;Caulerpa cylindracea;Caulerpa org;Off La Calaque de l_Escu;2003;5.38958;43.20956
2872;Caulerpa cylindracea;Caulerpa org;Ile Plane;2003;5.39867;43.19434
2982;Caulerpa cylindracea;ALIENS data;Toulon;2002;5.91415;43.10611
2999;Caulerpa cylindracea;Caulerpa org;Carqueiranne to La Grande Jetee;2000;5.97942;43.10076
3009;Caulerpa cylindracea;Caulerpa org;Fourmigues;2002;6.06608;43.04191
3018;Caulerpa cylindracea;Caulerpa org;Golfe de Giens;2003;6.10725;43.05309
3021;Caulerpa cylindracea;Caulerpa org;Bergerie Hyeres;2000;6.15524;43.05091
3023;Caulerpa cylindracea;Caulerpa org;Presqu_ile du Langoustier;2003;6.15688;43.007
3026;Caulerpa cylindracea;ALIENS data;Hyeres;2002;6.15843;43.08112
3037;Caulerpa cylindracea;Caulerpa org;Off l'Ayguade;2003;6.1866;43.10244
3039;Caulerpa cylindracea;Caulerpa org;Cap des Medes;1999;6.23923;43.02855
3055;Caulerpa cylindracea;Caulerpa org;Btwn Bagaud and Port Cros;2002;6.36903;43.013
3061;Caulerpa cylindracea;Caulerpa org;Port Cros;2001;6.42302;43.00319
3129;Caulerpa cylindracea;Caulerpa org;Coco Beach Nice;2003;7.29175;43.69614
3135;Caulerpa cylindracea;Caulerpa org;Villefranche sur Mer;1999;7.3113;43.70817
3311;Caulerpa cylindracea;Modena et al 2000;Varazze;1998;8.638888889;44.37777778
3334;Caulerpa cylindracea;Verlaque et al 2000;Genoa;1995;8.77092;44.43185
3358;Caulerpa cylindracea;Modena et al 2000;Sturla;1998;8.994722222;44.39444444
3360;Caulerpa cylindracea;Modena et al 2000;Quinto;1995;9.016666667;44.38611111
3367;Caulerpa cylindracea;Modena et al 2000;Nervi;1999;9.052777778;44.38527778
3370;Caulerpa cylindracea;Cossu Gazale 1997;Golfo di Cagliari;1994;9.09706;39.20852
3382;Caulerpa cylindracea;Caulerpa org;Santa Manza Gulf;2002;9.23665;41.43768
3397;Caulerpa cylindracea;Marino et al 1999;Penisola della Maddalena;1998;9.44117;41.24134
3401;Caulerpa cylindracea;Caulerpa org;PietraNera;2002;9.46481;42.72711
3499;Caulerpa cylindracea;Piazzi et al 1997;Livorno;1996;10.23544;43.56905
3501;Caulerpa cylindracea;Piazzi et al 1997;Livorno;1996;10.238;43.57793
3503;Caulerpa cylindracea;Piazzi et al 1997;Livorno;1996;10.24157;43.56017
3504;Caulerpa cylindracea;Piazzi et al 1997;Livorno;1996;10.24157;43.57312
3505;Caulerpa cylindracea;Piazzi et al 1997;Livorno;1996;10.24208;43.56794
3507;Caulerpa cylindracea;Piazzi et al 1997;Livorno;1996;10.24566;43.58533
3508;Caulerpa cylindracea;Piazzi et al 1997;Livorno;1996;10.24719;43.57719
3509;Caulerpa cylindracea;Piazzi et al 1997;Livorno;1996;10.2477;43.5598
3510;Caulerpa cylindracea;Piazzi et al 1997;Livorno;1996;10.24974;43.57238
3511;Caulerpa cylindracea;Piazzi et al 1997;Livorno;1996;10.25076;43.56757
3512;Caulerpa cylindracea;Piazzi et al 1997;Livorno;1996;10.25178;43.58237
3513;Caulerpa cylindracea;Piazzi et al 1997;Livorno;1996;10.25178;43.58866
3514;Caulerpa cylindracea;Piazzi et al 1997;Livorno;1996;10.25434;43.56461
3516;Caulerpa cylindracea;Piazzi et al 1997;Livorno;1996;10.25638;43.57201
3517;Caulerpa cylindracea;Piazzi et al 1997;Livorno;1996;10.25791;43.57682
3519;Caulerpa cylindracea;Piazzi et al 1997;Livorno;1996;10.26098;43.5635
3520;Caulerpa cylindracea;Piazzi et al 1997;Livorno;1996;10.26302;43.56979
3522;Caulerpa cylindracea;Piazzi et al 1994;Meloria Livorno;1993;10.26405;43.56689
3523;Caulerpa cylindracea;Piazzi et al 1997;Livorno;1996;10.26557;43.58089
3524;Caulerpa cylindracea;Piazzi et al 1994;Livorno;1993;10.26659;43.5672
3525;Caulerpa cylindracea;Piazzi et al 1997;Livorno;1996;10.26864;43.57423
3532;Caulerpa cylindracea;Piazzi et al 1997;Livorno;1996;10.29213;43.55018
3533;Caulerpa cylindracea;Piazzi et al 1997;Livorno;1996;10.29468;43.54389
3534;Caulerpa cylindracea;Piazzi et al 1997;Livorno;1996;10.29468;43.56831
3535;Caulerpa cylindracea;Piazzi et al 1997;Livorno;1996;10.29723;43.53722
3536;Caulerpa cylindracea;Verlaque et al 2000;Leghorn;1993;10.29894;43.54538
3537;Caulerpa cylindracea;Piazzi et al 1997;Livorno;1996;10.3003;43.52982
3540;Caulerpa cylindracea;Piazzi et al 1997;Antignano;1996;10.31;43.5176
3546;Caulerpa cylindracea;Piazzi et al 1997;Livorno;1996;10.32225;43.49167
3580;Caulerpa cylindracea;Piazzi et al 1997;Rosignano Solvay;1996;10.4513;43.33305
3605;Caulerpa cylindracea;Djellouli 2000;Korbous;1999;10.55307;36.86151
3872;Caulerpa cylindracea;Alongi et al 1993;Cala Greca_Lampedusa;1993;12.60011;35.49065
3900;Caulerpa cylindracea;Verlaque et al 2000;Tajura;1990;13.30817;32.91031
3901;Caulerpa cylindracea;Nizamuddin 1991;Tajura;1990;13.31106;32.91158
3930;Caulerpa cylindracea;ALIENS data;Capo Grosso;2002;13.93342;40.70118
3940;Caulerpa cylindracea;ALIENS data;Chiaiolella;2002;14.00406;40.74057
3957;Caulerpa cylindracea;ALIENS data;Punta Trasete;2002;14.24313;40.5667
3966;Caulerpa cylindracea;Misfud 2000;Malta;2000;14.31587;35.99123
4003;Caulerpa cylindracea;Verlaque et al 2000;Gulf of Salerno;1996;14.76136;40.67851
4004;Caulerpa cylindracea;Gambi Terlizzi 1998;Golfo di Salerno;1996;14.76164;40.66911
4029;Caulerpa cylindracea;Verlaque et al 2000;Catania;1994;15.10432;37.5035
4067;Caulerpa cylindracea;Serio Pizzuto 1998;Baia di Brucoli;1998;15.1932;37.28573
4089;Caulerpa cylindracea;Alongi et al 1993;Baia di Sta Panagia_Siracusa;1993;15.27091;37.10964
4137;Caulerpa cylindracea;Zuljevic et al 2003;Marinkovac Islet_Hvar;2000;16.42861;43.15688
4143;Caulerpa cylindracea;Buia et al 1998;Gulf of Taranto;1996;17.1689;40.45747
4145;Caulerpa cylindracea;Verlaque et al 2000;Gulf of Tarento;1997;17.22972;40.47188
4175;Caulerpa cylindracea;Verlaque et al 2000;Zakynthos Island;1993;20.9101;37.80526
4199;Caulerpa cylindracea;Verlaque et al 2000;Gulf of Saronikos;1998;23.91061;37.73122
4200;Caulerpa cylindracea;Verlaque et al 2004;Saronikos;2000;23.91078;37.73159
4210;Caulerpa cylindracea;Verlaque et al 2000;Crete;1998;24.94137;35.42794
4224;Caulerpa cylindracea;Verlaque et al 2000;Samos Island;1998;26.7604;37.68628
4225;Caulerpa cylindracea;Verlaque et al 2004;Samos;2000;26.76042;37.68614
4226;Caulerpa cylindracea;Verlaque et al 2000;Kalimnos;1997;26.92895;36.96349
4229;Caulerpa cylindracea;Verlaque et al 2000;Kusadasi Harbour;1998;27.26746;37.92183
4245;Caulerpa cylindracea;Verlaque et al 2000;Gulf of Gokova;1997;28.32144;37.05088
4322;Caulerpa cylindracea;Verlaque et al 2000;Famagusta Harbour;1998;33.95737;35.10702
4323;Caulerpa cylindracea;Verlaque et al 2004;Famagusta;2000;33.96075;35.10345
2333;Caulerpa taxifolia;LEML 1997;Port de Saint Cyprien;1991;3.03152;42.6352
2374;Caulerpa taxifolia;LEML 1997;Porto Pedro;1995;3.14268;39.3271
2388;Caulerpa taxifolia;LEML 1997;Cala Longua;1995;3.19029;39.34817
2394;Caulerpa taxifolia;LEML 1997;Cala d'Or;1992;3.20185;39.35057
2936;Caulerpa taxifolia;LEML 1997;Les Lecques;1992;5.68434;43.18276
2962;Caulerpa taxifolia;LEML 1997;Lagune du Brusc;1992;5.7968;43.08102
2983;Caulerpa taxifolia;ALIENS data;Toulon;2002;5.91415;43.10611
2988;Caulerpa taxifolia;LEML 1997;Est de la Grande Jetee;1996;5.92788;43.10459
2990;Caulerpa taxifolia;LEML 1997;Base Aeronavale;1996;5.93175;43.08784
2991;Caulerpa taxifolia;LEML 1997;Pointe des Petits Freres;1996;5.93837;43.08898
2994;Caulerpa taxifolia;LEML 1997;Plage du Mourillon;1996;5.94375;43.11094
2996;Caulerpa taxifolia;LEML 1997;Est de la Rade des Vignettes;1996;5.95381;43.11094
2997;Caulerpa taxifolia;LEML 1997;Toulon Anse de Mejean;1990;5.96227;43.10988
3020;Caulerpa taxifolia;LEML 1997;Hyeres La Potiniere;1992;6.15123;43.07612
3027;Caulerpa taxifolia;ALIENS data;Hyeres;2002;6.15843;43.08112
3038;Caulerpa taxifolia;LEML 1997;Cap des Medes;1995;6.23542;43.03127
3056;Caulerpa taxifolia;LEML 1997;Lavandou Pilon de St Clair;1991;6.37183;43.1386
3060;Caulerpa taxifolia;LEML 1997;Baie de Port Man;1994;6.41432;43.01983
3083;Caulerpa taxifolia;LEML 1997;Anse de la Peguiere;1995;6.8019;43.41848
3087;Caulerpa taxifolia;LEML 1997;Rade d'Agay;1991;6.85937;43.43379
3088;Caulerpa taxifolia;LEML 1997;Pointe de la Baumette;1992;6.87177;43.43165
3089;Caulerpa taxifolia;LEML 1997;Anse de la Baumette;1995;6.87462;43.43247
3091;Caulerpa taxifolia;LEML 1997;Calanque des Anglais;1994;6.88496;43.4351
3092;Caulerpa taxifolia;LEML 1997;St Barthelemy;1995;6.91456;43.45427
3098;Caulerpa taxifolia;LEML 1997;Port de Theoule sur Mer;1993;6.94321;43.51619
3102;Caulerpa taxifolia;LEML 1997;Lerin Pointe du Barbier;1996;7.03611;43.51411
3104;Caulerpa taxifolia;LEML 1997;Le Moure Rouge;1994;7.04311;43.54714
3105;Caulerpa taxifolia;LEML 1997;Between Ste Marguerite and St Honorat;1996;7.04676;43.51822
3106;Caulerpa taxifolia;LEML 1997;Le Portet;1996;7.05133;43.52857
3107;Caulerpa taxifolia;LEML 1997;Est du Port Camille Rayon;1996;7.07659;43.57184
3110;Caulerpa taxifolia;LEML 1997;Batterie du Graillon;1995;7.11278;43.55217
3111;Caulerpa taxifolia;LEML 1997;Port Vauban;1996;7.12773;43.59986
3112;Caulerpa taxifolia;LEML 1997;Cap Gros;1995;7.14054;43.5606
3128;Caulerpa taxifolia;LEML 1997;Rauba Capeu;1994;7.28097;43.70256
3130;Caulerpa taxifolia;LEML 1997;Grotte a Corail;1992;7.3002;43.69977
3132;Caulerpa taxifolia;LEML 1997;Port de la Darse;1992;7.3027;43.70465
3134;Caulerpa taxifolia;LEML 1997;Off La Darse;1996;7.30662;43.70381
3139;Caulerpa taxifolia;LEML 1997;Pointe de la Cuisse;1992;7.31638;43.69477
3140;Caulerpa taxifolia;LEML 1997;Pointe Moulalier;1993;7.31722;43.69739
3141;Caulerpa taxifolia;LEML 1997;Pointe Passable;1993;7.31865;43.70167
3143;Caulerpa taxifolia;LEML 1997;Pointe Malalongue;1996;7.32245;43.68632
3144;Caulerpa taxifolia;LEML 1997;Grand Hotel Cap Ferrat;1996;7.32686;43.68608
3145;Caulerpa taxifolia;LEML 1997;Plage des Fourmis;1996;7.32698;43.7131
3146;Caulerpa taxifolia;LEML 1997;Nord est Pointe Causiniere;1993;7.32793;43.6881
3147;Caulerpa taxifolia;LEML 1997;Pointe des Barratiers;1994;7.32823;43.70811
3148;Caulerpa taxifolia;LEML 1997;Baie des Fourmis;1994;7.32829;43.71072
3149;Caulerpa taxifolia;LEML 1997;Anse des Fosses;1992;7.33055;43.69215
3150;Caulerpa taxifolia;LEML 1997;Port de Saint Jean Cap Ferrat;1995;7.3315;43.70262
3151;Caulerpa taxifolia;LEML 1997;Anse des Fossettes;1996;7.33364;43.69286
3152;Caulerpa taxifolia;LEML 1997;Sud pointe Saint Hospice;1992;7.33876;43.69453
3153;Caulerpa taxifolia;LEML 1997;Beaulieu sur mer;1994;7.34205;43.72387
3155;Caulerpa taxifolia;LEML 1997;Pointe de Cabuel Isoletta;1996;7.36111;43.72619
3156;Caulerpa taxifolia;LEML 1997;Baie de Saint Laurent;1992;7.37088;43.72573
3159;Caulerpa taxifolia;LEML 1997;Mala;1992;7.3839;43.73038
3160;Caulerpa taxifolia;LEML 1997;Baie de Rognoso;1991;7.39692;43.72852
3162;Caulerpa taxifolia;LEML 1997;Est Cap d'Ail;1990;7.40714;43.72945
3165;Caulerpa taxifolia;Meinesz Hesse 1991;Monaco Aquarium;1984;7.42174;43.74197
3169;Caulerpa taxifolia;LEML 1997;Port de la Condamine;1992;7.42934;43.74599
3176;Caulerpa taxifolia;LEML 1997;Larvotto;1992;7.44319;43.7538
3180;Caulerpa taxifolia;Meinesz Hesse 1991;Pointe de la Vieillle;1990;7.44728;43.75414
3183;Caulerpa taxifolia;LEML 1997;Cable Pointe de la Vieille;1993;7.4519;43.76028
3184;Caulerpa taxifolia;LEML 1997;Cable Pointe de la Vieille;1990;7.4615;43.75916
3185;Caulerpa taxifolia;LEML 1997;Face ouest Cap Martiin;1990;7.4758;43.75626
3186;Caulerpa taxifolia;Meinesz Hesse 1991;Cap Martin;1990;7.47613;43.75513
3187;Caulerpa taxifolia;LEML 1997;Face est Cap Martiin;1990;7.48272;43.75872
3188;Caulerpa taxifolia;Meinesz Hesse 1991;Cap Martin;1990;7.483;43.75712
3189;Caulerpa taxifolia;LEML 1997;Plage de Carnoles;1991;7.48585;43.76631
3190;Caulerpa taxifolia;Meinesz Hesse 1991;Cap Martin;1990;7.48712;43.76109
3191;Caulerpa taxifolia;LEML 1997;Menton Baie ouest;1992;7.50081;43.77659
3192;Caulerpa taxifolia;LEML 1997;Port de Garavan;1991;7.51354;43.78396
3193;Caulerpa taxifolia;LEML 1997;Poste frontiere;1991;7.52002;43.78708
3211;Caulerpa taxifolia;LEML 1997;San Remo;1993;7.79401;43.82558
3233;Caulerpa taxifolia;LEML 1997;Porto Maurizio;1992;8.0264;43.87908
3238;Caulerpa taxifolia;LEML 1997;Marina Oneglia;1993;8.06218;43.89055
3239;Caulerpa taxifolia;LEML 1997;Capo Berta;1996;8.08365;43.8999
3242;Caulerpa taxifolia;LEML 1997;Diano Marina;1993;8.10855;43.91959
3245;Caulerpa taxifolia;LEML 1997;Marina di Andora;1994;8.15379;43.95427
3250;Caulerpa taxifolia;LEML 1997;Plage d'Alassio;1996;8.21683;44.03644
3251;Caulerpa taxifolia;LEML 1997;Port d'Alassio;1995;8.2283;44.04218
3292;Caulerpa taxifolia;LEML 1997;Port de Varazze;1996;8.49187;44.31729
3498;Caulerpa taxifolia;LEML 1997;Marina di Campo;1993;10.23398;42.75122
3543;Caulerpa taxifolia;LEML 1997;Antignano;1992;10.31925;43.4985
3651;Caulerpa taxifolia;Langar et al 2000;Sousse;2000;10.73237;35.78421
3991;Caulerpa taxifolia;LEML 1997;Malinska;1995;14.51881;45.12357
4011;Caulerpa taxifolia;LEML 1997;Canal de Rab;1996;14.87824;44.71803
4123;Caulerpa taxifolia;LEML 1997;Ganzirri;1993;15.615;38.25042
4138;Caulerpa taxifolia;LEML 1997;Starigrad;1995;16.58107;43.18758
2445;Chondrus giganteus;Verlaque Latala 1996;Thau Lagoon;1994;3.60788;43.43487
4914;Chondrus giganteus;Mineur data;Bouzigues;2003;3.635077;43.441781
1;Codium fragile subsp. fragile;London museum;Santa Cruz Bay;1995;-31.13374;39.44038
2;Codium fragile subsp. fragile;London museum;Flores_ Santa Cruz;1994;-31.11836;39.45819
9;Codium fragile subsp. fragile;Morton Britton 2000;Faial;2000;-28.61959;38.53891
46;Codium fragile subsp. fragile;K Gunnarsson;�sabotnar;2005;-22.6737;63.9365
52;Codium fragile subsp. fragile;K Gunnarsson;Flekkuv�k vi� Keilisnes;2014;-22.2358;64.0237
86;Codium fragile subsp. fragile;S Jonsson & K Gunnarsson;H�lsnes, Hvalfir�i;1974;-21.673;64.3508
144;Codium fragile subsp. fragile;Chacana Rojas 1992;Corralejo_Fuerteventura;1991;-13.86548;28.74986
151;Codium fragile subsp. fragile;Chacana Rojas 1992;Playa Blanca_Lanzarote;1990;-13.78527;28.84151
155;Codium fragile subsp. fragile;Parkes 1975;Blasket Islands;1972;-10.56546;52.07051
158;Codium fragile subsp. fragile;Parkes 1975;Cuan_Ventry;1970;-10.45035;52.0898
159;Codium fragile subsp. fragile;Parkes 1975;Ballydavid Harbour;1971;-10.42419;52.20859
160;Codium fragile subsp. fragile;Parkes 1975;N.W.of Brandon Head;1967;-10.24105;52.28228
162;Codium fragile subsp. fragile;London museum;Lamb's Head;1952;-10.13397;51.74046
163;Codium fragile subsp. fragile;Parkes 1975;Castlecove;1958;-10.08931;51.75419
164;Codium fragile subsp. fragile;Parkes 1975;Fahamoore Lagoon;1958;-10.06315;52.31108
169;Codium fragile subsp. fragile;Parkes 1975;Clare Island;1972;-10.05269;53.80772
172;Codium fragile subsp. fragile;Parkes 1975;Illaunbweeheen;1972;-9.97854;51.74547
173;Codium fragile subsp. fragile;Van Goor 1923;Clare Island;1911;-9.96945;53.81868
175;Codium fragile subsp. fragile;Parkes 1975;Ballyheigue;1958;-9.9585;52.41971
176;Codium fragile subsp. fragile;London museum;Roundstone;1965;-9.95005;53.38232
185;Codium fragile subsp. fragile;Parkes 1975;Bellacragher Bay;1970;-9.88002;53.98039
186;Codium fragile subsp. fragile;Parkes 1975;Bellacragher Bay;1909;-9.87479;53.96808
201;Codium fragile subsp. fragile;Parkes 1975;Kilmakillogue Harbour;1958;-9.81723;51.77362
209;Codium fragile subsp. fragile;Parkes 1975;Doon Point;1972;-9.67072;52.56626
213;Codium fragile subsp. fragile;Parkes 1975;Gerahies_Bantry Bay;1972;-9.5922;51.65477
230;Codium fragile subsp. fragile;Parkes 1975;Eagle Point_Bantry Bay;1959;-9.5044;51.71646
231;Codium fragile subsp. fragile;Parkes 1975;White Strand_Miltown Malbay;1969;-9.49282;52.8168
240;Codium fragile subsp. fragile;Parkes 1975;SW Cork between L Ine and Cape Clear;1968;-9.48098;51.4254
241;Codium fragile subsp. fragile;Parkes 1975;Dromcloc_Bantry Bay;1972;-9.48098;51.68744
242;Codium fragile subsp. fragile;Parkes 1975;Spanish Point;1972;-9.46666;52.84841
271;Codium fragile subsp. fragile;Parkes 1975;Lough Ine;1941;-9.39318;51.48012
281;Codium fragile subsp. fragile;Parkes 1975;Lough Ine;1950;-9.38732;51.47647
284;Codium fragile subsp. fragile;Parkes 1975;Lough Ine;1965;-9.38147;51.46918
285;Codium fragile subsp. fragile;Parkes 1975;Lough Ine;1967;-9.38147;51.46553
286;Codium fragile subsp. fragile;Parkes 1975;Lough Ine;1967;-9.38147;51.47283
287;Codium fragile subsp. fragile;Parkes 1975;Lough Ine;1972;-9.38147;51.46553
291;Codium fragile subsp. fragile;Parkes 1975;Lough Ine;1971;-9.36976;51.46553
311;Codium fragile subsp. fragile;Parkes 1975;Fanore;1969;-9.29399;53.14443
313;Codium fragile subsp. fragile;Parkes 1975;Spiddal;1972;-9.28875;53.23848
314;Codium fragile subsp. fragile;Parkes 1975;Spiddal;1958;-9.27829;53.23848
315;Codium fragile subsp. fragile;Parkes 1975;Black Head;1972;-9.25736;53.16012
316;Codium fragile subsp. fragile;Parkes 1975;Black Head;1958;-9.23643;53.15698
385;Codium fragile subsp. fragile;Parkes 1975;Finnavara;1957;-9.09516;53.16953
396;Codium fragile subsp. fragile;Otero Schmitt Perez Cirera 2002;Punta Burro;1987;-9.08187;42.73901
399;Codium fragile subsp. fragile;Parkes 1975;Finnavara;1966;-9.07423;53.17894
414;Codium fragile subsp. fragile;Parkes 1975;Galway_between Gratten Road and Mutton Island;1958;-9.0219;53.26353
415;Codium fragile subsp. fragile;Berecibar PhD thesis 2011;Cascais;2010;-9.0219;38.6943
420;Codium fragile subsp. fragile;Perez Cirera et al 1989;Aguino;1986;-9.01921;42.51748
604;Codium fragile subsp. fragile;Perez Cirera et al 1989;Sangenjo;1986;-8.797;42.40112
649;Codium fragile subsp. fragile;Parkes 1975;Port north of Glencomeille;1970;-8.76551;54.71838
688;Codium fragile subsp. fragile;Parkes 1975;Bullen's Bay_Old Head of Kinsale;1972;-8.53269;51.64751
690;Codium fragile subsp. fragile;Berecibar PhD thesis 2011;Portim�o marina;2005;-8.5279;37.1174
711;Codium fragile subsp. fragile;Parkes 1975;St John's Point;1972;-8.46727;54.58216
723;Codium fragile subsp. fragile;Parkes 1975;Thallaghan;1970;-8.39401;54.47588
738;Codium fragile subsp. fragile;Perez Cirera et al 1989;Castillo de San Anton;1986;-8.38499;43.37149
745;Codium fragile subsp. fragile;Barbara Cremades 1996;Ria de A Coruna;1995;-8.36673;43.35749
772;Codium fragile subsp. fragile;Parkes 1975;Ringaskiddy;1966;-8.33367;51.85045
778;Codium fragile subsp. fragile;Parkes 1975;Camden;1966;-8.3044;51.83599
779;Codium fragile subsp. fragile;Parkes 1975;Church Bay;1966;-8.3044;51.82875
780;Codium fragile subsp. fragile;Parkes 1975;Fennell's Bay;1966;-8.3044;51.83599
799;Codium fragile subsp. fragile;Perez Cirera et al 1989;Ria de El Ferrol;1986;-8.29258;43.45626
801;Codium fragile subsp. fragile;Parkes 1975;Cobh;1966;-8.28684;51.8866
802;Codium fragile subsp. fragile;Parkes 1975;Poulgorm;1972;-8.28684;51.77808
832;Codium fragile subsp. fragile;Granja et al 1992;Punta de San Martino;1991;-8.27364;43.45948
839;Codium fragile subsp. fragile;Parkes 1975;Spike Island_Cork Harbour;1972;-8.26928;51.7998
844;Codium fragile subsp. fragile;Parkes 1975;Tory Island;1845;-8.25306;55.26006
865;Codium fragile subsp. fragile;Berecibar PhD thesis 2011;Ria formosa;2005;-7.9925;37.0078
885;Codium fragile subsp. fragile;Parkes 1975;Downings Bay;1886;-7.8857;55.21055
890;Codium fragile subsp. fragile;Parkes 1975;Ardmore Bay;1971;-7.68392;51.96601
904;Codium fragile subsp. fragile;London museum;Loch_Druidibeg;1967;-7.32616;57.31684
905;Codium fragile subsp. fragile;Barbara et al 2003;Puerto de Nois;1995;-7.32428;43.63773
928;Codium fragile subsp. fragile;Parkes 1975;Wash Tub_Portrush;1915;-6.63776;55.22145
929;Codium fragile subsp. fragile;Parkes 1975;North Bay;1915;-6.6244;55.21764
930;Codium fragile subsp. fragile;Parkes 1975;Kilmore Quay;1968;-6.59406;52.16368
950;Codium fragile subsp. fragile;Parkes 1975;Carnsore Point;1967;-6.34291;52.16689
951;Codium fragile subsp. fragile;Parkes 1975;Carnsore Point;1969;-6.34291;52.17652
957;Codium fragile subsp. fragile;Parkes 1975;Greenore Point;1967;-6.30628;52.24065
959;Codium fragile subsp. fragile;Parkes 1975;Greenore Point;1969;-6.30105;52.23424
963;Codium fragile subsp. fragile;Norton et al 1969;Ardskenish_ Colonsay;1967;-6.27189;56.02679
966;Codium fragile subsp. fragile;Norton et al 1969;An Rubha_ Colonsay;1967;-6.25694;56.07887
968;Codium fragile subsp. fragile;Norton et al 1969;Port Lobh_ Colonsay;1967;-6.25338;56.05781
971;Codium fragile subsp. fragile;Norton et al 1969;Oronsay_ Colonsay;1967;-6.23843;56.01605
977;Codium fragile subsp. fragile;Norton et al 1969;Poll Gorm_ Colonsay;1967;-6.21636;56.02878
979;Codium fragile subsp. fragile;Norton et al 1969;Kiloran Bay_ Colonsay;1967;-6.19785;56.10866
990;Codium fragile subsp. fragile;ALIENS data;Cudillero;2002;-6.12674;43.56874
1010;Codium fragile subsp. fragile;Parkes 1975;Carnalea;1946;-5.70963;54.67693
1014;Codium fragile subsp. fragile;ALIENS data;Gijon;2002;-5.68351;43.54933
1022;Codium fragile subsp. fragile;McAllister et al 1967;Easdale Quarry;1966;-5.65107;56.31111
1029;Codium fragile subsp. fragile;ALIENS data;Ardglass;2002;-5.64091;54.25273
1032;Codium fragile subsp. fragile;Silva 1955;Loch Sween;1953;-5.63983;55.97326
1074;Codium fragile subsp. fragile;London museum;The Dorn;1976;-5.53969;54.4418
1084;Codium fragile subsp. fragile;McAllister et al 1967;Anchorage North;1966;-5.5236;56.39488
1085;Codium fragile subsp. fragile;McAllister et al 1967;North Feochan;1966;-5.52064;56.34809
1089;Codium fragile subsp. fragile;McAllister et al 1967;Dunollie;1966;-5.48803;56.43833
1114;Codium fragile subsp. fragile;ALIENS data;Lastres;2002;-5.25489;43.51932
1176;Codium fragile subsp. fragile;Silva 1955;Trevone;1953;-4.9837;50.54931
1178;Codium fragile subsp. fragile;London museum;Portscatho;1978;-4.97316;50.18091
1315;Codium fragile subsp. fragile;Baez et al 2001;Playa Arena Malaga;1999;-4.27384;36.70879
1329;Codium fragile subsp. fragile;London museum;Ilfracombe;1853;-4.1538;51.21124
1354;Codium fragile subsp. fragile;Silva 1955;Steer Point_Yealm_oysters;1939;-4.05043;50.33324
1427;Codium fragile subsp. fragile;London museum;Bantham;1952;-3.88681;50.27381
1430;Codium fragile subsp. fragile;Silva 1955;Bantham;1953;-3.88497;50.27438
1607;Codium fragile subsp. fragile;Gonzalez Conde 1994;Puerto de Melilla;1993;-2.93032;35.29972
1610;Codium fragile subsp. fragile;London museum;Ronaldsay;1891;-2.91265;58.7768
1690;Codium fragile subsp. fragile;London museum;Scoughall;1981;-2.61616;56.03983
1786;Codium fragile subsp. fragile;London museum;Lulworth cove;1964;-2.20454;50.62417
1818;Codium fragile subsp. fragile;London museum;Kimmeridge Ledges;1954;-2.13845;50.61205
